ID_Transaction,Client_ID,Categorie,Prix_Unitaire,Quantite,Ville
TX-00039156,USR-67867,Mode,281.7,4,Nantes
TX-00039157,USR-42953,Alimentation,1148.34,4,Toulouse
TX-00039158,USR-85664,Mode,270.81,4,Bordeaux
TX-00039159,USR-42558,Sports,1035.22,5,Paris
TX-00039160,USR-76354,Alimentation,212.51,3,Lille
TX-00039161,USR-87789,Sports,1040.01,1,Nantes
TX-00039162,USR-83929,Maison,1036.53,4,Paris
TX-00039163,USR-51255,Mode,652.16,1,Bordeaux
TX-00039164,USR-63432,Mode,467.13,3,Paris
TX-00039165,USR-27846,Sports,90.15,1,Toulouse
TX-00039166,USR-97841,Mode,350.67,3,Bordeaux
TX-00039167,USR-82885,Mode,585.05,1,Paris
TX-00039168,USR-25765,Sports,210.31,1,Marseille
TX-00039169,USR-82943,Maison,449.03,1,Nantes
TX-00039170,USR-61557,Mode,947.37,1,Lyon
TX-00039171,USR-76943,Sports,518.42,5,Lyon
TX-00039172,USR-72604,Mode,465.39,2,Toulouse
TX-00039173,USR-12244,Mode,52.76,2,Bordeaux
TX-00039174,USR-89054,Alimentation,600.25,2,Lille
TX-00039175,USR-77349,Mode,663.78,5,Bordeaux
TX-00039176,USR-35155,Électronique,1097.74,2,Lille
TX-00039177,USR-65917,Maison,749.6,4,Lyon
TX-00039178,USR-20857,Électronique,1044.84,5,Toulouse
TX-00039179,USR-26549,Alimentation,629.01,5,Bordeaux
TX-00039180,USR-46277,Mode,990.47,2,Marseille
TX-00039181,USR-91302,Alimentation,385.6,4,Bordeaux
TX-00039182,USR-28472,Mode,858.46,1,Marseille
TX-00039183,USR-76408,Sports,895.52,3,Lyon
TX-00039184,USR-42111,Sports,43.41,4,Lyon
TX-00039185,USR-96514,Alimentation,434.9,4,Lille
TX-00039186,USR-84594,Électronique,837.53,3,Bordeaux
TX-00039187,USR-59203,Maison,339.65,1,Bordeaux
TX-00039188,USR-28359,Sports,679.54,2,Marseille
TX-00039189,USR-96967,Alimentation,522.17,3,Lyon
TX-00039190,USR-90237,Alimentation,997.12,3,Lyon
TX-00039191,USR-76741,Mode,1012.96,4,Lille
TX-00039192,USR-37753,Électronique,505.26,1,Lille
TX-00039193,USR-70653,Alimentation,963.24,3,Bordeaux
TX-00039194,USR-98196,Sports,440.97,5,Paris
TX-00039195,USR-76797,Maison,441.41,4,Bordeaux
TX-00039196,USR-79825,Mode,855.16,1,Toulouse
TX-00039197,USR-21246,Sports,1058.12,1,Lille
TX-00039198,USR-37238,Mode,699.8,4,Toulouse
TX-00039199,USR-95150,Mode,1025.79,3,Toulouse
TX-00039200,USR-77201,Mode,167.21,2,Lille
TX-00039201,USR-36467,Électronique,319.28,5,Bordeaux
TX-00039202,USR-26099,Maison,73.98,1,Lille
TX-00039203,USR-85771,Électronique,548.39,3,Bordeaux
TX-00039204,USR-12338,Sports,415.41,2,Lyon
TX-00039205,USR-23274,Alimentation,222.59,1,Toulouse
TX-00039206,USR-67954,Mode,52.69,2,Lille
TX-00039207,USR-42869,Alimentation,1092.15,2,Lyon
TX-00039208,USR-40705,Sports,1180.79,3,Toulouse
TX-00039209,USR-90115,Sports,569.15,4,Lille
TX-00039210,USR-79278,Maison,194.02,1,Toulouse
TX-00039211,USR-94840,Sports,1097.3,2,Toulouse
TX-00039212,USR-58726,Maison,751.8,1,Bordeaux
TX-00039213,USR-53647,Mode,81.65,1,Marseille
TX-00039214,USR-28781,Sports,205.27,5,Marseille
TX-00039215,USR-14290,Électronique,697.06,5,Marseille
TX-00039216,USR-95920,Maison,259.44,4,Nantes
TX-00039217,USR-48103,Maison,1015.79,4,Paris
TX-00039218,USR-45839,Maison,714.48,4,Lyon
TX-00039219,USR-68578,Sports,151.52,3,Nantes
TX-00039220,USR-96128,Alimentation,948.06,3,Lille
TX-00039221,USR-65023,Maison,1083.74,2,Marseille
TX-00039222,USR-28378,Maison,989.37,4,Bordeaux
TX-00039223,USR-64992,Alimentation,1130.2,1,Bordeaux
TX-00039224,USR-54570,Sports,1193.92,3,Lille
TX-00039225,USR-81595,Électronique,209.83,3,Lyon
TX-00039226,USR-80803,Maison,1118.0,2,Lyon
TX-00039227,USR-23005,Sports,616.43,5,Paris
TX-00039228,USR-64385,Sports,124.11,1,Toulouse
TX-00039229,USR-71617,Sports,116.99,4,Marseille
TX-00039230,USR-74643,Sports,429.94,5,Nantes
TX-00039231,USR-50877,Alimentation,1163.76,4,Nantes
TX-00039232,USR-59972,Mode,889.07,1,Lyon
TX-00039233,USR-50877,Alimentation,813.78,3,Nantes
TX-00039234,USR-99124,Alimentation,181.1,5,Toulouse
TX-00039235,USR-57289,Maison,906.46,2,Toulouse
TX-00039236,USR-35318,Mode,492.41,3,Paris
TX-00039237,USR-65741,Électronique,1163.88,3,Bordeaux
TX-00039238,USR-54773,Électronique,560.98,2,Lille
TX-00039239,USR-40169,Électronique,1134.43,2,Paris
TX-00039240,USR-18756,Maison,97.71,5,Lille
TX-00039241,USR-98659,Électronique,386.68,3,Lyon
TX-00039242,USR-25295,Électronique,984.77,3,Bordeaux
TX-00039243,USR-56266,Électronique,574.03,5,Toulouse
TX-00039244,USR-69473,Mode,455.12,2,Bordeaux
TX-00039245,USR-19040,Électronique,1027.04,3,Paris
TX-00039246,USR-68129,Mode,766.64,2,Lille
TX-00039247,USR-82851,Électronique,976.87,1,Bordeaux
TX-00039248,USR-15958,Maison,969.08,2,Nantes
TX-00039249,USR-21446,Alimentation,892.99,2,Paris
TX-00039250,USR-22125,Maison,706.84,4,Lille
TX-00039251,USR-77619,Électronique,560.65,3,Lyon
TX-00039252,USR-60756,Sports,794.94,2,Nantes
TX-00039253,USR-13018,Maison,146.52,4,Paris
TX-00039254,USR-45706,Sports,22.82,3,Lyon
TX-00039255,USR-94244,Électronique,699.63,2,Toulouse
TX-00039256,USR-61646,Maison,826.91,2,Nantes
TX-00039257,USR-92777,Mode,273.17,5,Lille
TX-00039258,USR-67050,Mode,263.11,3,Bordeaux
TX-00039259,USR-49866,Sports,344.98,4,Bordeaux
TX-00039260,USR-73753,Maison,349.38,5,Toulouse
TX-00039261,USR-92633,Maison,304.67,4,Toulouse
TX-00039262,USR-57809,Alimentation,1166.0,3,Bordeaux
TX-00039263,USR-46177,Sports,435.8,2,Marseille
TX-00039264,USR-54782,Mode,5.17,3,Paris
TX-00039265,USR-92991,Mode,743.39,4,Bordeaux
TX-00039266,USR-81922,Sports,981.14,4,Paris
TX-00039267,USR-64136,Alimentation,141.04,1,Lyon
TX-00039268,USR-15786,Électronique,453.54,4,Nantes
TX-00039269,USR-86850,Mode,809.15,3,Toulouse
TX-00039270,USR-33099,Alimentation,475.72,4,Toulouse
TX-00039271,USR-20113,Alimentation,802.24,5,Bordeaux
TX-00039272,USR-91432,Alimentation,323.29,1,Toulouse
TX-00039273,USR-50902,Maison,743.88,1,Nantes
TX-00039274,USR-15026,Sports,771.55,5,Nantes
TX-00039275,USR-47151,Maison,300.0,2,Toulouse
TX-00039276,USR-21401,Électronique,27.51,1,Lyon
TX-00039277,USR-36867,Mode,827.96,4,Lyon
TX-00039278,USR-20955,Électronique,157.55,1,Marseille
TX-00039279,USR-93122,Maison,1008.06,1,Lille
TX-00039280,USR-65809,Mode,143.46,5,Lyon
TX-00039281,USR-43963,Maison,754.96,2,Paris
TX-00039282,USR-20043,Mode,732.25,4,Marseille
TX-00039283,USR-75514,Mode,966.35,1,Bordeaux
TX-00039284,USR-45392,Maison,974.2,3,Toulouse
TX-00039285,USR-23587,Électronique,649.54,5,Toulouse
TX-00039286,USR-14135,Alimentation,641.72,5,Paris
TX-00039287,USR-35923,Sports,669.41,4,Bordeaux
TX-00039288,USR-84853,Électronique,1066.97,4,Paris
TX-00039289,USR-42897,Sports,790.32,4,Lille
TX-00039290,USR-94873,Mode,966.26,1,Toulouse
TX-00039291,USR-28331,Maison,286.83,3,Lyon
TX-00039292,USR-59531,Électronique,434.45,1,Lyon
TX-00039293,USR-87586,Mode,1015.66,5,Paris
TX-00039294,USR-69066,Électronique,779.16,4,Paris
TX-00039295,USR-54848,Électronique,998.03,1,Marseille
TX-00039296,USR-12684,Mode,220.7,3,Lille
TX-00039297,USR-10904,Alimentation,1051.91,4,Lille
TX-00039298,USR-40125,Maison,115.72,4,Lyon
TX-00039299,USR-29442,Sports,260.73,5,Toulouse
TX-00039300,USR-15421,Mode,1013.4,3,Lyon
TX-00039301,USR-63990,Mode,392.03,3,Nantes
TX-00039302,USR-12459,Sports,114.95,2,Bordeaux
TX-00039303,USR-61446,Mode,1120.87,3,Paris
TX-00039304,USR-63436,Électronique,351.92,1,Nantes
TX-00039305,USR-27211,Maison,374.72,4,Lyon
TX-00039306,USR-24325,Alimentation,831.62,1,Nantes
TX-00039307,USR-56526,Sports,325.39,2,Bordeaux
TX-00039308,USR-64397,Maison,1181.57,2,Lille
TX-00039309,USR-39735,Mode,692.66,5,Bordeaux
TX-00039310,USR-36869,Électronique,724.39,1,Lille
TX-00039311,USR-86238,Alimentation,383.99,4,Paris
TX-00039312,USR-43959,Sports,1096.31,4,Lille
TX-00039313,USR-71089,Mode,906.92,2,Paris
TX-00039314,USR-50644,Maison,408.07,2,Lille
TX-00039315,USR-70190,Maison,868.64,1,Lille
TX-00039316,USR-66808,Maison,1089.9,2,Bordeaux
TX-00039317,USR-32015,Alimentation,1104.46,2,Bordeaux
TX-00039318,USR-19847,Mode,1080.96,2,Bordeaux
TX-00039319,USR-78321,Électronique,1116.77,3,Nantes
TX-00039320,USR-33337,Alimentation,418.31,5,Nantes
TX-00039321,USR-66475,Mode,764.21,1,Lille
TX-00039322,USR-89810,Électronique,676.27,4,Paris
TX-00039323,USR-50001,Sports,1183.09,3,Toulouse
TX-00039324,USR-55462,Maison,789.57,2,Toulouse
TX-00039325,USR-83947,Sports,587.31,4,Lille
TX-00039326,USR-61079,Mode,987.76,1,Bordeaux
TX-00039327,USR-41819,Mode,560.07,2,Paris
TX-00039328,USR-60009,Mode,66.55,4,Marseille
TX-00039329,USR-72462,Électronique,1088.35,5,Nantes
TX-00039330,USR-54058,Maison,865.69,2,Toulouse
TX-00039331,USR-11908,Sports,787.6,2,Lille
TX-00039332,USR-86526,Électronique,844.78,5,Marseille
TX-00039333,USR-91688,Sports,437.76,1,Nantes
TX-00039334,USR-91405,Électronique,423.44,2,Marseille
TX-00039335,USR-46402,Mode,137.18,2,Marseille
TX-00039336,USR-44211,Alimentation,1021.38,1,Marseille
TX-00039337,USR-41506,Alimentation,906.03,4,Marseille
TX-00039338,USR-99259,Sports,697.31,5,Bordeaux
TX-00039339,USR-58058,Électronique,679.09,5,Nantes
TX-00039340,USR-21265,Alimentation,117.57,3,Toulouse
TX-00039341,USR-83097,Alimentation,175.34,1,Nantes
TX-00039342,USR-80803,Mode,89.59,4,Marseille
TX-00039343,USR-47115,Alimentation,728.65,4,Toulouse
TX-00039344,USR-71968,Mode,1122.68,2,Nantes
TX-00039345,USR-57673,Mode,531.69,2,Lille
TX-00039346,USR-46029,Alimentation,634.98,3,Bordeaux
TX-00039347,USR-20360,Alimentation,688.13,5,Toulouse
TX-00039348,USR-48971,Électronique,906.93,5,Paris
TX-00039349,USR-11505,Maison,312.95,5,Marseille
TX-00039350,USR-67377,Alimentation,919.33,3,Lille
TX-00039351,USR-91840,Électronique,316.69,5,Lille
TX-00039352,USR-23658,Électronique,192.0,3,Toulouse
TX-00039353,USR-78354,Sports,1109.42,4,Toulouse
TX-00039354,USR-66498,Électronique,775.76,3,Lyon
TX-00039355,USR-72036,Alimentation,700.11,3,Bordeaux
TX-00039356,USR-43130,Sports,976.79,1,Bordeaux
TX-00039357,USR-35642,Maison,1008.28,4,Paris
TX-00039358,USR-32752,Électronique,317.58,2,Nantes
TX-00039359,USR-87797,Maison,204.06,2,Toulouse
TX-00039360,USR-87044,Maison,523.29,1,Marseille
TX-00039361,USR-12268,Maison,360.82,4,Lyon
TX-00039362,USR-91202,Sports,851.17,5,Paris
TX-00039363,USR-90153,Électronique,249.53,2,Lille
TX-00039364,USR-76868,Électronique,827.93,3,Lyon
TX-00039365,USR-63644,Maison,815.81,1,Bordeaux
TX-00039366,USR-74138,Électronique,794.35,2,Nantes
TX-00039367,USR-36837,Maison,1081.41,1,Nantes
TX-00039368,USR-34078,Électronique,581.71,1,Bordeaux
TX-00039369,USR-86768,Électronique,970.68,1,Marseille
TX-00039370,USR-19630,Électronique,400.25,5,Nantes
TX-00039371,USR-87045,Mode,837.16,2,Bordeaux
TX-00039372,USR-81962,Mode,855.23,5,Marseille
TX-00039373,USR-89823,Sports,416.07,2,Paris
TX-00039374,USR-13951,Alimentation,706.18,5,Toulouse
TX-00039375,USR-96035,Électronique,1007.85,5,Nantes
TX-00039376,USR-80687,Électronique,533.45,5,Paris
TX-00039377,USR-64202,Mode,6.5,5,Marseille
TX-00039378,USR-78912,Mode,773.88,5,Lille
TX-00039379,USR-84035,Sports,713.61,3,Marseille
TX-00039380,USR-61715,Alimentation,463.71,1,Toulouse
TX-00039381,USR-82499,Sports,53.89,1,Lille
TX-00039382,USR-62601,Électronique,679.98,1,Lyon
TX-00039383,USR-54611,Mode,940.91,3,Bordeaux
TX-00039384,USR-17770,Mode,82.7,2,Nantes
TX-00039385,USR-51690,Maison,1168.65,5,Bordeaux
TX-00039386,USR-47102,Alimentation,740.06,2,Marseille
TX-00039387,USR-15776,Alimentation,966.16,2,Lille
TX-00039388,USR-51554,Mode,382.5,3,Toulouse
TX-00039389,USR-23326,Maison,983.53,3,Bordeaux
TX-00039390,USR-87322,Alimentation,1103.71,2,Nantes
TX-00039391,USR-32689,Sports,409.63,1,Lille
TX-00039392,USR-47558,Sports,242.92,5,Nantes
TX-00039393,USR-72071,Maison,887.55,4,Toulouse
TX-00039394,USR-89968,Maison,515.44,3,Lyon
TX-00039395,USR-40522,Maison,501.3,3,Lille
TX-00039396,USR-76839,Électronique,80.5,4,Lyon
TX-00039397,USR-68019,Maison,717.61,2,Toulouse
TX-00039398,USR-94238,Maison,127.02,5,Nantes
TX-00039399,USR-63580,Sports,1118.78,3,Lille
TX-00039400,USR-75634,Alimentation,916.88,5,Bordeaux
TX-00039401,USR-23153,Maison,666.14,5,Marseille
TX-00039402,USR-88685,Maison,60.35,3,Lyon
TX-00039403,USR-56433,Alimentation,238.26,4,Bordeaux
TX-00039404,USR-10697,Électronique,970.08,3,Bordeaux
TX-00039405,USR-96572,Mode,401.34,5,Marseille
TX-00039406,USR-22556,Maison,130.5,1,Lille
TX-00039407,USR-51887,Sports,971.32,3,Nantes
TX-00039408,USR-36145,Sports,93.57,2,Lyon
TX-00039409,USR-40939,Mode,460.96,4,Marseille
TX-00039410,USR-92013,Sports,1172.18,3,Toulouse
TX-00039411,USR-91692,Électronique,50.83,4,Marseille
TX-00039412,USR-97476,Mode,603.78,4,Bordeaux
TX-00039413,USR-57098,Sports,249.08,5,Toulouse
TX-00039414,USR-73971,Maison,1114.22,5,Lille
TX-00039415,USR-69946,Mode,1068.83,4,Nantes
TX-00039416,USR-40454,Électronique,476.41,4,Lille
TX-00039417,USR-49041,Sports,475.04,2,Lille
TX-00039418,USR-59202,Sports,787.73,2,Toulouse
TX-00039419,USR-72406,Sports,242.2,3,Marseille
TX-00039420,USR-47206,Mode,163.5,5,Bordeaux
TX-00039421,USR-22089,Sports,672.63,2,Toulouse
TX-00039422,USR-34723,Électronique,1038.82,5,Lille
TX-00039423,USR-42797,Maison,412.1,3,Lyon
TX-00039424,USR-57808,Mode,446.64,2,Lyon
TX-00039425,USR-60436,Électronique,167.41,5,Toulouse
TX-00039426,USR-59668,Électronique,434.24,4,Paris
TX-00039427,USR-80780,Maison,320.4,5,Nantes
TX-00039428,USR-27415,Sports,1058.08,5,Toulouse
TX-00039429,USR-71508,Électronique,518.0,2,Bordeaux
TX-00039430,USR-76621,Maison,526.81,1,Lyon
TX-00039431,USR-61025,Alimentation,1059.66,4,Nantes
TX-00039432,USR-17201,Sports,819.28,4,Paris
TX-00039433,USR-24574,Mode,1027.76,1,Lyon
TX-00039434,USR-17381,Sports,335.43,4,Lyon
TX-00039435,USR-71179,Sports,1143.55,1,Toulouse
TX-00039436,USR-75438,Électronique,598.02,4,Marseille
TX-00039437,USR-28741,Alimentation,625.6,2,Marseille
TX-00039438,USR-48225,Maison,1191.97,1,Lille
TX-00039439,USR-43552,Alimentation,121.81,3,Marseille
TX-00039440,USR-28154,Électronique,1097.81,3,Toulouse
TX-00039441,USR-75212,Alimentation,435.61,2,Marseille
TX-00039442,USR-94180,Sports,741.77,5,Bordeaux
TX-00039443,USR-67578,Maison,912.37,5,Marseille
TX-00039444,USR-31058,Mode,215.59,1,Nantes
TX-00039445,USR-83944,Alimentation,141.84,2,Marseille
TX-00039446,USR-20594,Sports,507.56,1,Bordeaux
TX-00039447,USR-80991,Mode,404.89,2,Nantes
TX-00039448,USR-29567,Mode,401.14,2,Paris
TX-00039449,USR-65021,Sports,613.9,3,Lille
TX-00039450,USR-87098,Sports,98.2,1,Bordeaux
TX-00039451,USR-57722,Alimentation,131.75,1,Toulouse
TX-00039452,USR-56760,Alimentation,1048.39,2,Paris
TX-00039453,USR-76047,Sports,95.26,3,Marseille
TX-00039454,USR-77925,Alimentation,1152.27,5,Marseille
TX-00039455,USR-81106,Mode,886.65,4,Lyon
TX-00039456,USR-94007,Électronique,215.19,5,Lyon
TX-00039457,USR-68432,Électronique,840.44,4,Lille
TX-00039458,USR-86104,Mode,373.87,3,Lyon
TX-00039459,USR-49947,Sports,722.2,3,Marseille
TX-00039460,USR-36402,Mode,548.25,5,Lille
TX-00039461,USR-14636,Sports,651.98,3,Marseille
TX-00039462,USR-52784,Alimentation,525.02,2,Lille
TX-00039463,USR-21474,Alimentation,401.97,2,Toulouse
TX-00039464,USR-58539,Électronique,1103.77,2,Nantes
TX-00039465,USR-31563,Mode,1193.76,5,Bordeaux
TX-00039466,USR-52481,Mode,445.61,1,Bordeaux
TX-00039467,USR-61559,Alimentation,180.89,3,Marseille
TX-00039468,USR-91115,Maison,676.55,3,Marseille
TX-00039469,USR-60573,Maison,893.53,1,Lyon
TX-00039470,USR-61472,Sports,235.85,3,Lyon
TX-00039471,USR-11676,Alimentation,1196.44,5,Lille
TX-00039472,USR-41114,Électronique,605.51,2,Paris
TX-00039473,USR-46507,Électronique,172.62,2,Bordeaux
TX-00039474,USR-11960,Alimentation,519.85,5,Nantes
TX-00039475,USR-19501,Alimentation,497.5,5,Lille
TX-00039476,USR-84416,Mode,1066.59,2,Toulouse
TX-00039477,USR-84217,Électronique,1160.39,5,Lyon
TX-00039478,USR-11883,Alimentation,902.83,2,Nantes
TX-00039479,USR-53803,Sports,563.69,3,Lille
TX-00039480,USR-80975,Alimentation,763.7,4,Bordeaux
TX-00039481,USR-43354,Alimentation,104.69,2,Lyon
TX-00039482,USR-84636,Électronique,635.15,2,Toulouse
TX-00039483,USR-55709,Électronique,701.76,4,Paris
TX-00039484,USR-44116,Sports,316.86,5,Nantes
TX-00039485,USR-99544,Alimentation,790.3,3,Nantes
TX-00039486,USR-35768,Alimentation,889.49,5,Nantes
TX-00039487,USR-84583,Sports,1085.73,2,Paris
TX-00039488,USR-33381,Sports,350.84,4,Nantes
TX-00039489,USR-62242,Sports,717.97,2,Bordeaux
TX-00039490,USR-60063,Sports,236.25,2,Toulouse
TX-00039491,USR-70804,Maison,1025.51,3,Lille
TX-00039492,USR-87112,Sports,327.45,5,Bordeaux
TX-00039493,USR-78913,Alimentation,629.1,3,Paris
TX-00039494,USR-76638,Sports,552.86,2,Nantes
TX-00039495,USR-69699,Électronique,851.48,2,Toulouse
TX-00039496,USR-15454,Sports,787.49,5,Bordeaux
TX-00039497,USR-71503,Maison,178.81,4,Toulouse
TX-00039498,USR-45165,Maison,20.1,3,Bordeaux
TX-00039499,USR-66249,Maison,938.84,3,Nantes
TX-00039500,USR-99739,Électronique,730.18,2,Paris
TX-00039501,USR-91802,Mode,707.01,3,Paris
TX-00039502,USR-58046,Alimentation,276.23,3,Nantes
TX-00039503,USR-75028,Maison,973.43,5,Bordeaux
TX-00039504,USR-38935,Électronique,770.26,1,Marseille
TX-00039505,USR-64846,Alimentation,833.5,5,Bordeaux
TX-00039506,USR-30656,Électronique,819.7,2,Lille
TX-00039507,USR-74764,Mode,569.33,3,Lyon
TX-00039508,USR-64681,Alimentation,626.22,2,Nantes
TX-00039509,USR-79772,Sports,305.62,4,Marseille
TX-00039510,USR-11069,Sports,981.11,1,Bordeaux
TX-00039511,USR-77011,Maison,285.61,1,Lille
TX-00039512,USR-50990,Mode,863.96,4,Paris
TX-00039513,USR-42880,Mode,424.03,2,Toulouse
TX-00039514,USR-85382,Sports,699.06,5,Paris
TX-00039515,USR-64247,Électronique,728.57,3,Nantes
TX-00039516,USR-25555,Mode,623.52,4,Lille
TX-00039517,USR-92600,Maison,690.79,4,Marseille
TX-00039518,USR-34100,Alimentation,955.69,3,Bordeaux
TX-00039519,USR-54078,Alimentation,813.78,4,Lyon
TX-00039520,USR-70766,Maison,1016.76,3,Toulouse
TX-00039521,USR-74580,Alimentation,977.81,3,Paris
TX-00039522,USR-89307,Alimentation,171.66,2,Marseille
TX-00039523,USR-94454,Électronique,425.74,5,Marseille
TX-00039524,USR-15144,Sports,570.57,4,Nantes
TX-00039525,USR-16818,Électronique,899.13,5,Toulouse
TX-00039526,USR-20121,Alimentation,288.57,1,Marseille
TX-00039527,USR-98209,Maison,1046.61,2,Nantes
TX-00039528,USR-80022,Sports,453.45,3,Lyon
TX-00039529,USR-19820,Électronique,1163.23,5,Toulouse
TX-00039530,USR-30473,Maison,927.76,1,Marseille
TX-00039531,USR-61309,Alimentation,1048.97,1,Toulouse
TX-00039532,USR-69504,Électronique,447.25,5,Bordeaux
TX-00039533,USR-85363,Mode,1082.07,4,Toulouse
TX-00039534,USR-62062,Maison,1163.17,3,Lille
TX-00039535,USR-52028,Électronique,1021.24,4,Lyon
TX-00039536,USR-38278,Électronique,106.73,1,Lille
TX-00039537,USR-11654,Maison,983.63,1,Marseille
TX-00039538,USR-92849,Électronique,174.29,1,Nantes
TX-00039539,USR-32140,Alimentation,152.56,3,Nantes
TX-00039540,USR-66790,Sports,790.31,3,Bordeaux
TX-00039541,USR-44158,Alimentation,785.86,5,Bordeaux
TX-00039542,USR-81569,Électronique,836.87,2,Marseille
TX-00039543,USR-47394,Électronique,826.48,2,Toulouse
TX-00039544,USR-71992,Électronique,146.97,1,Lyon
TX-00039545,USR-36305,Mode,1045.16,2,Lyon
TX-00039546,USR-45330,Alimentation,118.16,3,Lille
TX-00039547,USR-66765,Électronique,951.29,2,Lyon
TX-00039548,USR-58921,Alimentation,567.51,4,Paris
TX-00039549,USR-96294,Maison,440.61,2,Lyon
TX-00039550,USR-68778,Alimentation,646.24,4,Nantes
TX-00039551,USR-95422,Mode,774.04,3,Lyon
TX-00039552,USR-94837,Mode,1057.85,3,Toulouse
TX-00039553,USR-24235,Mode,180.95,4,Lyon
TX-00039554,USR-73423,Sports,248.53,5,Lyon
TX-00039555,USR-91548,Alimentation,1110.49,5,Lyon
TX-00039556,USR-83607,Électronique,912.97,4,Paris
TX-00039557,USR-21636,Alimentation,1074.22,5,Marseille
TX-00039558,USR-44199,Mode,1122.0,2,Nantes
TX-00039559,USR-61481,Électronique,983.99,1,Nantes
TX-00039560,USR-28937,Alimentation,857.25,5,Lille
TX-00039561,USR-83723,Alimentation,800.96,5,Lyon
TX-00039562,USR-38008,Alimentation,76.03,3,Toulouse
TX-00039563,USR-33229,Électronique,678.73,4,Nantes
TX-00039564,USR-64679,Mode,29.24,1,Lille
TX-00039565,USR-88194,Maison,1026.76,4,Bordeaux
TX-00039566,USR-11719,Mode,300.91,5,Nantes
TX-00039567,USR-23812,Maison,414.46,5,Nantes
TX-00039568,USR-82181,Mode,62.29,2,Lille
TX-00039569,USR-22563,Sports,159.87,3,Nantes
TX-00039570,USR-81803,Alimentation,524.88,5,Lille
TX-00039571,USR-24998,Sports,1015.05,1,Nantes
TX-00039572,USR-31228,Sports,1164.42,4,Lille
TX-00039573,USR-41044,Maison,526.35,1,Bordeaux
TX-00039574,USR-19750,Électronique,101.55,5,Toulouse
TX-00039575,USR-32375,Alimentation,243.99,5,Bordeaux
TX-00039576,USR-20599,Électronique,1018.92,5,Nantes
TX-00039577,USR-95001,Mode,1178.24,1,Nantes
TX-00039578,USR-24205,Alimentation,980.11,3,Toulouse
TX-00039579,USR-25755,Maison,258.91,1,Toulouse
TX-00039580,USR-12975,Alimentation,501.97,1,Toulouse
TX-00039581,USR-47930,Alimentation,896.36,4,Bordeaux
TX-00039582,USR-46220,Mode,425.61,4,Nantes
TX-00039583,USR-75097,Maison,1045.14,3,Toulouse
TX-00039584,USR-98148,Alimentation,330.53,4,Paris
TX-00039585,USR-23919,Alimentation,305.73,2,Bordeaux
TX-00039586,USR-71511,Maison,92.27,3,Lille
TX-00039587,USR-73036,Maison,440.2,1,Marseille
TX-00039588,USR-94127,Mode,1023.22,1,Bordeaux
TX-00039589,USR-23049,Mode,492.8,4,Nantes
TX-00039590,USR-86824,Électronique,937.67,5,Paris
TX-00039591,USR-96394,Électronique,489.93,4,Toulouse
TX-00039592,USR-14114,Alimentation,1193.86,1,Lyon
TX-00039593,USR-29019,Alimentation,135.25,3,Nantes
TX-00039594,USR-80683,Maison,220.25,5,Paris
TX-00039595,USR-93756,Mode,596.58,2,Nantes
TX-00039596,USR-47562,Mode,147.19,2,Lyon
TX-00039597,USR-25566,Alimentation,501.08,5,Lille
TX-00039598,USR-58276,Maison,452.8,3,Paris
TX-00039599,USR-68743,Électronique,831.76,1,Nantes
TX-00039600,USR-88111,Alimentation,949.78,3,Nantes
TX-00039601,USR-60688,Alimentation,1193.42,5,Lille
TX-00039602,USR-46495,Électronique,18.25,5,Lyon
TX-00039603,USR-28373,Maison,278.96,1,Lyon
TX-00039604,USR-69718,Alimentation,574.82,2,Marseille
TX-00039605,USR-94107,Mode,1196.8,5,Nantes
TX-00039606,USR-88087,Maison,709.09,5,Paris
TX-00039607,USR-36604,Sports,5.91,2,Bordeaux
TX-00039608,USR-98668,Mode,797.22,2,Toulouse
TX-00039609,USR-91480,Mode,255.01,3,Paris
TX-00039610,USR-71054,Sports,877.26,2,Lyon
TX-00039611,USR-46862,Maison,433.29,5,Marseille
TX-00039612,USR-40342,Maison,270.98,3,Toulouse
TX-00039613,USR-20531,Mode,1079.4,3,Lille
TX-00039614,USR-46851,Sports,1183.31,4,Lille
TX-00039615,USR-78497,Maison,472.56,2,Lyon
TX-00039616,USR-17335,Alimentation,722.3,3,Paris
TX-00039617,USR-92809,Mode,704.88,5,Lille
TX-00039618,USR-50379,Sports,196.17,2,Lille
TX-00039619,USR-41217,Électronique,696.78,3,Lille
TX-00039620,USR-69276,Mode,680.15,1,Paris
TX-00039621,USR-32320,Alimentation,770.76,3,Marseille
TX-00039622,USR-64600,Sports,780.15,2,Marseille
TX-00039623,USR-58331,Alimentation,455.66,5,Toulouse
TX-00039624,USR-10055,Alimentation,633.06,1,Marseille
TX-00039625,USR-23161,Mode,138.75,2,Toulouse
TX-00039626,USR-72021,Maison,217.21,4,Bordeaux
TX-00039627,USR-22303,Maison,312.28,4,Bordeaux
TX-00039628,USR-26111,Alimentation,169.4,3,Marseille
TX-00039629,USR-94722,Alimentation,636.75,4,Paris
TX-00039630,USR-76896,Mode,1139.9,1,Paris
TX-00039631,USR-19506,Mode,1164.86,2,Toulouse
TX-00039632,USR-62460,Mode,1082.33,1,Paris
TX-00039633,USR-87529,Mode,1127.94,5,Lille
TX-00039634,USR-89297,Électronique,508.49,4,Nantes
TX-00039635,USR-90631,Alimentation,1047.86,3,Lille
TX-00039636,USR-72466,Sports,1028.59,4,Bordeaux
